"A012","AD ACCESSORIES SDN.BHD.","BT2","15","12686.80","10155.93","2530.87","450","54"
"A012","AD ACCESSORIES SDN.BHD.","GMS","20","3301.80","2677.62","624.19","144","25"
"A012","AD ACCESSORIES SDN.BHD.","JRT","20","9786.20","7912.94","1873.26","361","41"
"A012","AD ACCESSORIES SDN.BHD.","MR","20","5129.50","4105.48","1024.02","203","21"
"A012","AD ACCESSORIES SDN.BHD.","RB","15","11365.00","9221.35","2143.64","400","41"
"A012","AD ACCESSORIES SDN.BHD.","SMJ","30","861.00","697.57","163.43","40","21"
"A012","AD ACCESSORIES SDN.BHD.","TI2","15","7513.90","6069.97","1443.93","297","44"
"A012","AD ACCESSORIES SDN.BHD.","TKK","20","336.60","266.08","70.52","16","9"
"A012","AD ACCESSORIES SDN.BHD.","TML","20","7554.80","6024.51","1530.29","296","42"
"A012","AD ACCESSORIES SDN.BHD.","TPH","20","7698.00","6207.01","1491.00","285","36"
"A014","ANAKKU SDN BHD","BGJ","20","24.45","19.56","4.89","1","1"
"A014-C","ANAKKU SDN.BHD.","BGJ","20","669.30","549.26","120.04","21","7"
"A030","A.B.CHAMP MARKETING SDN.BHD.","RB","22","3785.40","2986.53","798.87","86","22"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","BGJ","40","2102.80","1261.68","841.12","339","7"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","BT2","40","33.15","19.89","13.26","5","3"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","GRK","40","1989.00","1193.40","795.60","317","4"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","IBN","40","6.00","3.60","2.40","2","2"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","MTK","40","484.20","290.52","193.68","104","13"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","NSB","40","727.00","436.20","290.80","105","4"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","PLU","40","1032.00","619.20","412.80","162","4"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","RB","40","316.70","190.02","126.68","59","10"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","SGB","40","214.00","128.40","85.60","40","5"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","SGP","40","1002.00","601.20","400.80","185","5"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","SGS","40","1818.10","1090.86","727.24","297","10"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","SMJ","40","177.70","106.62","71.08","26","7"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","SPE","40","81.00","48.60","32.40","11","4"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","TI1","40","47.90","28.74","19.16","6","4"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","TI2","40","604.90","362.94","241.96","88","10"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","TJG","40","55.00","33.00","22.00","10","4"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","TKK","40","54.00","32.40","21.60","11","3"
"A031","ANEKA PUBLICATION & DISTRIBUTORS SDN BHD","TML","40","1097.00","658.20","438.80","196","10"
"A033","AUDREY SDN BHD","JRT","30","6924.70","5499.90","1424.80","142","18"
"A033","AUDREY SDN BHD","RB","20","13616.68","10835.52","2781.16","261","11"
"A033","AUDREY SDN BHD","SM2","20","509.10","407.28","101.82","10","6"
"A033","AUDREY SDN BHD","TML","20","15.00","12.00","3.00","1","1"
"A058","ALIWAL HOME SDN BHD","IBN","20","1193.45","961.38","232.08","37","14"
"A058","ALIWAL HOME SDN BHD","JRT","20","2147.00","1727.49","419.51","50","16"
"A058","ALIWAL HOME SDN BHD","MTK","20","4965.05","4002.28","962.77","103","26"
"A058","ALIWAL HOME SDN BHD","RB","20","4116.65","3305.32","811.32","97","21"
"A058","ALIWAL HOME SDN BHD","SGS","20","1597.10","1284.27","312.83","30","18"
"A058","ALIWAL HOME SDN BHD","TI2","20","3828.93","3093.22","735.71","88","32"
"A058","ALIWAL HOME SDN BHD","TPH","20","9093.40","7545.20","1548.20","210","35"
"A068","AIK BEE TRADING SDN. BHD.","NSB","18","1845.70","1495.50","350.20","32","7"
"A169","AROMA POLO SDN BHD ","SMJ","20","952.00","799.60","152.40","45","3"
